,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes,Year
1108,MERCEDES-BENZ,AMG GLE63 S 4matic Plus,A-9,4.0L,8cyl,17,15,20,"$3,600",3,"['PR', 'T', 'CD', 'MHEV', 'SS']",2023
1109,MERCEDES-BENZ,AMG GLE63 S 4matic Plus Coupe,A-9,4.0L,8cyl,17,15,19,"$3,600",3,"['PR', 'T', 'CD', 'MHEV', 'SS']",2023
1110,MERCEDES-BENZ,AMG GLS63 4matic Plus,A-9,4.0L,8cyl,16,14,19,"$3,800",3,"['PR', 'T', 'CD', 'MHEV', 'SS']",2023
1111,MERCEDES-BENZ,G550,A-9,4.0L,8cyl,14,13,16,"$4,350",2,"['PR', 'T', 'CD', 'SS']",2023
1112,MERCEDES-BENZ,GLE450 4matic,A-9,3.0L,6cyl,22,20,25,"$2,800",5,"['PR', 'T', 'MHEV', 'SS']",2023
1113,MERCEDES-BENZ,GLE580 4matic,A-9,4.0L,8cyl,18,16,21,"$3,400",4,"['PR', 'T', 'CD', 'MHEV', 'SS']",2023
1114,MERCEDES-BENZ,GLS450 4matic,A-9,3.0L,6cyl,20,18,23,"$3,050",4,"['PR', 'T', 'MHEV', 'SS']",2023
1115,MERCEDES-BENZ,GLS580 4matic,A-9,4.0L,8cyl,18,16,21,"$3,400",4,"['PR', 'T', 'CD', 'MHEV', 'SS']",2023
1116,MERCEDES-BENZ,GLS600 4matic Maybach,A-9,4.0L,8cyl,17,15,20,"$3,600",3,"['PR', 'T', 'CD', 'MHEV', 'SS']",2023
1117,NISSAN,Armada 4WD,A-S7,5.6L,8cyl,15,13,18,"$4,100",2,['P'],2023
1118,NISSAN,Armada 4WD,A-S7,5.6L,8cyl,15,13,18,"$4,100",2,"['P', 'MDPV']",2023
1119,PORSCHE,Cayenne,A-S8,3.0L,6cyl,19,17,22,"$3,200",4,"['PR', 'T', 'SS']",2023
1120,PORSCHE,Cayenne Coupe,A-S8,3.0L,6cyl,19,17,22,"$3,200",4,"['PR', 'T', 'SS']",2023
1121,PORSCHE,Cayenne GTS,A-S8,4.0L,8cyl,17,15,19,"$3,600",3,"['PR', 'T', 'CD', 'SS']",2023
1122,PORSCHE,Cayenne GTS Coupe,A-S8,4.0L,8cyl,17,15,19,"$3,600",3,"['PR', 'T', 'CD', 'SS']",2023
1123,PORSCHE,Cayenne S,A-S8,2.9L,6cyl,18,16,22,"$3,400",4,"['PR', 'T', 'SS']",2023
1124,PORSCHE,Cayenne S Coupe,A-S8,2.9L,6cyl,18,16,21,"$3,400",4,"['PR', 'T', 'SS']",2023
1125,PORSCHE,Cayenne Turbo,A-S8,4.0L,8cyl,16,14,19,"$3,800",3,"['PR', 'T', 'CD', 'SS']",2023
1126,PORSCHE,Cayenne Turbo Coupe,A-S8,4.0L,8cyl,17,15,20,"$3,600",3,"['PR', 'T', 'CD', 'SS']",2023
1127,PORSCHE,Cayenne Turbo GT,A-S8,4.0L,8cyl,16,14,19,"$3,800",3,"['PR', 'T', 'CD', 'SS']",2023
1128,SUBARU,Ascent,AV-S8,2.4L,4cyl,22,20,26,"$2,150",5,['T'],2023
1129,SUBARU,Ascent Limited/Touring/Onyx AWD,AV-S8,2.4L,4cyl,21,19,25,"$2,250",4,['T'],2023
1130,TOYOTA,4Runner 4WD,A-S5,4.0L,6cyl,17,16,19,"$2,800",3,['PT4'],2023
1131,TOYOTA,4Runner 4WD,A-S5,4.0L,6cyl,17,16,19,"$2,800",3,[],2023
1132,TOYOTA,Highlander Hybrid AWD,AV-S6,2.5L,4cyl,35,35,35,"$1,350",7,"['HEV', 'SS']",2023
1133,TOYOTA,Highlander Hybrid AWD LTD/PLAT,AV-S6,2.5L,4cyl,35,35,34,"$1,350",7,"['HEV', 'SS']",2023
1134,TOYOTA,Sequoia 4WD,A-S10,3.4L,6cyl,20,19,22,"$2,400",4,"['T', 'PT4', 'HEV', 'SS']",2023
1135,VOLVO,XC90 B5 AWD,A-S8,2.0L,4cyl,25,22,28,"$2,450",5,"['PR', 'T', 'MHEV', 'SS']",2023
1136,VOLVO,XC90 B6 AWD,A-S8,2.0L,4cyl,22,20,26,"$2,800",5,"['PR', 'T', 'S', 'MHEV', 'SS']",2023
